Source Label,Label,Adjusted Time,Target Label,Number of Records
Timothy Gibson,purchases,03-10-2017 16:31,Gail Feindt,1
Timothy Gibson,purchases,03-11-2017 00:33,Gail Feindt,1
Timothy Gibson,purchases,03-11-2017 02:41,Gail Feindt,1
Timothy Gibson,purchases,03-11-2017 03:55,Gail Feindt,1
Timothy Gibson,purchases,03-11-2017 16:48,Gail Feindt,1
Timothy Gibson,purchases,03-12-2017 18:05,Gail Feindt,1
Timothy Gibson,purchases,3/13/2017 12:12:07 AM,Gail Feindt,1
Timothy Gibson,purchases,3/13/2017 1:47:42 AM,Gail Feindt,1
Timothy Gibson,purchases,3/13/2017 4:37:05 AM,Gail Feindt,1
Timothy Gibson,purchases,3/13/2017 10:25:26 AM,Gail Feindt,1
Timothy Gibson,purchases,3/14/2017 1:44:09 AM,Gail Feindt,1
Timothy Gibson,purchases,3/14/2017 3:47:44 PM,Gail Feindt,1
Timothy Gibson,purchases,3/14/2017 10:19:01 PM,Gail Feindt,1
Timothy Gibson,purchases,3/15/2017 1:28:08 AM,Gail Feindt,1
Timothy Gibson,purchases,3/15/2017 8:22:22 PM,Gail Feindt,1
Timothy Gibson,purchases,3/15/2017 9:18:15 PM,Gail Feindt,1
Timothy Gibson,purchases,3/16/2017 1:10:31 PM,Gail Feindt,1
Timothy Gibson,purchases,3/17/2017 12:58:39 AM,Gail Feindt,1
Timothy Gibson,purchases,3/17/2017 2:40:47 AM,Gail Feindt,1
Timothy Gibson,purchases,3/17/2017 10:08:34 AM,Gail Feindt,1
Timothy Gibson,purchases,3/18/2017 2:05:34 AM,Gail Feindt,1
Timothy Gibson,purchases,3/18/2017 5:15:41 AM,Gail Feindt,1
Timothy Gibson,purchases,3/18/2017 6:45:52 PM,Gail Feindt,1
Timothy Gibson,purchases,3/18/2017 10:52:53 PM,Gail Feindt,1
Timothy Gibson,purchases,3/19/2017 6:30:28 PM,Gail Feindt,1
Timothy Gibson,purchases,3/19/2017 8:52:33 PM,Gail Feindt,1
Timothy Gibson,purchases,3/22/2017 10:32:19 PM,Gail Feindt,1
Timothy Gibson,purchases,3/23/2017 12:04:30 AM,Gail Feindt,1
Timothy Gibson,purchases,3/23/2017 5:07:11 AM,Gail Feindt,1
Timothy Gibson,purchases,3/23/2017 3:33:48 PM,Gail Feindt,1
Timothy Gibson,purchases,3/24/2017 1:32:50 AM,Gail Feindt,1
Timothy Gibson,purchases,3/24/2017 5:31:14 AM,Gail Feindt,1
Timothy Gibson,purchases,3/24/2017 6:08:02 AM,Gail Feindt,1
Timothy Gibson,purchases,3/24/2017 5:42:08 PM,Gail Feindt,1
Timothy Gibson,purchases,3/24/2017 10:42:54 PM,Gail Feindt,1
Timothy Gibson,purchases,3/25/2017 1:30:05 PM,Gail Feindt,1
Timothy Gibson,purchases,3/25/2017 5:54:28 PM,Gail Feindt,1
Timothy Gibson,purchases,3/26/2017 1:39:01 AM,Gail Feindt,1
Timothy Gibson,purchases,3/26/2017 6:58:01 PM,Gail Feindt,1
Timothy Gibson,purchases,3/26/2017 8:32:44 PM,Gail Feindt,1
Timothy Gibson,purchases,3/27/2017 10:19:41 AM,Gail Feindt,1
Timothy Gibson,purchases,3/27/2017 3:03:57 PM,Gail Feindt,1
Timothy Gibson,purchases,3/27/2017 4:22:01 PM,Gail Feindt,1
Timothy Gibson,purchases,3/28/2017 12:15:27 AM,Gail Feindt,1
Timothy Gibson,purchases,3/28/2017 7:06:36 PM,Gail Feindt,1
Timothy Gibson,purchases,3/29/2017 1:54:10 AM,Gail Feindt,1
Timothy Gibson,purchases,3/29/2017 8:28:12 AM,Gail Feindt,1
Timothy Gibson,purchases,3/29/2017 8:52:07 AM,Gail Feindt,1
Timothy Gibson,purchases,3/29/2017 8:49:37 PM,Gail Feindt,1
Timothy Gibson,purchases,3/30/2017 4:06:19 AM,Gail Feindt,1
Timothy Gibson,purchases,3/30/2017 7:04:09 PM,Gail Feindt,1
Timothy Gibson,purchases,3/30/2017 8:05:06 PM,Gail Feindt,1
Timothy Gibson,purchases,3/30/2017 8:39:59 PM,Gail Feindt,1
Timothy Gibson,purchases,3/31/2017 12:54:27 AM,Gail Feindt,1
Timothy Gibson,purchases,3/31/2017 4:01:22 AM,Gail Feindt,1
Timothy Gibson,purchases,3/31/2017 6:39:20 AM,Gail Feindt,1
Timothy Gibson,purchases,3/31/2017 8:38:55 AM,Gail Feindt,1
Timothy Gibson,purchases,3/31/2017 11:31:37 AM,Gail Feindt,1
Timothy Gibson,purchases,3/31/2017 3:07:58 PM,Gail Feindt,1
Timothy Gibson,purchases,04-01-2017 01:21,Gail Feindt,1
Timothy Gibson,purchases,04-01-2017 13:20,Gail Feindt,1
Timothy Gibson,purchases,04-01-2017 18:42,Gail Feindt,1
Timothy Gibson,purchases,04-02-2017 07:24,Gail Feindt,1
Timothy Gibson,purchases,04-02-2017 11:47,Gail Feindt,1
Timothy Gibson,purchases,04-03-2017 06:15,Gail Feindt,1
Timothy Gibson,purchases,04-04-2017 09:35,Gail Feindt,1
Timothy Gibson,purchases,04-04-2017 13:18,Gail Feindt,1
Timothy Gibson,purchases,04-05-2017 07:19,Gail Feindt,1
Timothy Gibson,purchases,04-05-2017 07:19,Gail Feindt,1
Timothy Gibson,purchases,04-05-2017 21:13,Gail Feindt,1
Timothy Gibson,purchases,04-06-2017 16:26,Gail Feindt,1
Timothy Gibson,purchases,04-06-2017 17:28,Gail Feindt,1
Timothy Gibson,purchases,04-06-2017 19:30,Gail Feindt,1
Timothy Gibson,purchases,04-07-2017 10:17,Gail Feindt,1
Timothy Gibson,purchases,04-07-2017 19:11,Gail Feindt,1
Timothy Gibson,purchases,04-07-2017 20:57,Gail Feindt,1
Timothy Gibson,purchases,04-08-2017 07:27,Gail Feindt,1
Timothy Gibson,purchases,04-08-2017 08:36,Gail Feindt,1
Timothy Gibson,purchases,04-09-2017 07:27,Gail Feindt,1
Timothy Gibson,purchases,04-09-2017 10:12,Gail Feindt,1
Timothy Gibson,purchases,04-10-2017 03:13,Gail Feindt,1
Timothy Gibson,purchases,04-10-2017 19:57,Gail Feindt,1
Timothy Gibson,purchases,04-12-2017 01:18,Gail Feindt,1
Timothy Gibson,purchases,04-12-2017 13:25,Gail Feindt,1
Timothy Gibson,purchases,04-12-2017 16:36,Gail Feindt,1
Timothy Gibson,purchases,4/13/2017 10:34:03 AM,Gail Feindt,1
Timothy Gibson,purchases,4/13/2017 12:24:09 PM,Gail Feindt,1
Timothy Gibson,purchases,4/14/2017 5:26:54 AM,Gail Feindt,1
Timothy Gibson,purchases,4/15/2017 2:14:52 AM,Gail Feindt,1
Timothy Gibson,purchases,4/15/2017 3:16:16 PM,Gail Feindt,1
Timothy Gibson,purchases,4/16/2017 8:32:05 AM,Gail Feindt,1
Timothy Gibson,purchases,4/16/2017 12:48:49 PM,Gail Feindt,1
Timothy Gibson,purchases,4/16/2017 2:32:35 PM,Gail Feindt,1
Timothy Gibson,purchases,4/16/2017 7:12:50 PM,Gail Feindt,1
Timothy Gibson,purchases,4/18/2017 12:04:21 AM,Gail Feindt,1
Timothy Gibson,purchases,4/18/2017 5:54:47 AM,Gail Feindt,1
Timothy Gibson,purchases,4/18/2017 10:08:04 AM,Gail Feindt,1
Timothy Gibson,purchases,4/20/2017 6:43:00 AM,Gail Feindt,1
Timothy Gibson,purchases,4/20/2017 10:46:55 PM,Gail Feindt,1
Timothy Gibson,purchases,4/21/2017 3:42:31 AM,Gail Feindt,1
Timothy Gibson,purchases,4/21/2017 11:27:16 AM,Gail Feindt,1
Timothy Gibson,purchases,4/22/2017 9:28:26 PM,Gail Feindt,1
Timothy Gibson,purchases,4/23/2017 12:05:53 PM,Gail Feindt,1
Timothy Gibson,purchases,4/23/2017 5:29:50 PM,Gail Feindt,1
Timothy Gibson,purchases,4/24/2017 7:56:05 PM,Gail Feindt,1
Timothy Gibson,purchases,4/25/2017 10:04:27 AM,Gail Feindt,1
Timothy Gibson,purchases,4/25/2017 1:15:49 PM,Gail Feindt,1
Timothy Gibson,purchases,4/26/2017 10:42:45 AM,Gail Feindt,1
Timothy Gibson,purchases,4/26/2017 11:36:07 AM,Gail Feindt,1
Timothy Gibson,purchases,4/27/2017 2:43:37 AM,Gail Feindt,1
Timothy Gibson,purchases,4/27/2017 6:53:40 AM,Gail Feindt,1
Timothy Gibson,purchases,4/27/2017 7:13:34 PM,Gail Feindt,1
Timothy Gibson,purchases,4/28/2017 9:37:35 AM,Gail Feindt,1
Timothy Gibson,purchases,4/28/2017 11:35:46 AM,Gail Feindt,1
Timothy Gibson,purchases,4/28/2017 9:04:35 PM,Gail Feindt,1
Timothy Gibson,purchases,4/28/2017 10:21:45 PM,Gail Feindt,1
Timothy Gibson,purchases,4/29/2017 5:24:01 AM,Gail Feindt,1
Timothy Gibson,purchases,4/29/2017 7:59:34 AM,Gail Feindt,1
Timothy Gibson,purchases,05-02-2017 13:22,Gail Feindt,1
Timothy Gibson,purchases,05-02-2017 16:38,Gail Feindt,1
Timothy Gibson,purchases,05-03-2017 02:53,Gail Feindt,1
Timothy Gibson,purchases,05-03-2017 20:23,Gail Feindt,1
Timothy Gibson,purchases,05-03-2017 23:24,Gail Feindt,1
Timothy Gibson,purchases,05-04-2017 04:48,Gail Feindt,1
Timothy Gibson,purchases,05-04-2017 08:33,Gail Feindt,1
Timothy Gibson,purchases,05-04-2017 08:45,Gail Feindt,1
Timothy Gibson,purchases,05-04-2017 10:03,Gail Feindt,1
Timothy Gibson,purchases,05-04-2017 18:22,Gail Feindt,1
Timothy Gibson,purchases,05-04-2017 20:39,Gail Feindt,1
Timothy Gibson,purchases,05-05-2017 10:13,Gail Feindt,1
Timothy Gibson,purchases,05-05-2017 16:04,Gail Feindt,1
Timothy Gibson,purchases,05-05-2017 20:37,Gail Feindt,1
Timothy Gibson,purchases,05-06-2017 02:37,Gail Feindt,1
Timothy Gibson,purchases,05-06-2017 10:48,Gail Feindt,1
Timothy Gibson,purchases,05-06-2017 13:11,Gail Feindt,1
Timothy Gibson,purchases,05-06-2017 13:44,Gail Feindt,1
Timothy Gibson,purchases,05-06-2017 16:31,Gail Feindt,1
Timothy Gibson,purchases,05-08-2017 20:25,Gail Feindt,1
Timothy Gibson,purchases,05-08-2017 20:40,Gail Feindt,1
Timothy Gibson,purchases,05-08-2017 23:22,Gail Feindt,1
Timothy Gibson,purchases,05-09-2017 19:51,Gail Feindt,1
Timothy Gibson,purchases,05-10-2017 01:25,Gail Feindt,1
Timothy Gibson,purchases,05-10-2017 11:27,Gail Feindt,1
Timothy Gibson,purchases,05-10-2017 12:59,Gail Feindt,1
Timothy Gibson,purchases,05-10-2017 20:02,Gail Feindt,1
Timothy Gibson,purchases,05-11-2017 00:59,Gail Feindt,1
Timothy Gibson,purchases,05-11-2017 16:13,Gail Feindt,1
Timothy Gibson,purchases,05-11-2017 18:07,Gail Feindt,1
Timothy Gibson,purchases,05-12-2017 12:04,Gail Feindt,1
Timothy Gibson,purchases,05-12-2017 13:15,Gail Feindt,1
Timothy Gibson,purchases,05-12-2017 19:08,Gail Feindt,1
Timothy Gibson,purchases,5/13/2017 9:54:43 AM,Gail Feindt,1
Timothy Gibson,purchases,5/13/2017 2:04:50 PM,Gail Feindt,1
Timothy Gibson,purchases,5/13/2017 11:52:46 PM,Gail Feindt,1
Timothy Gibson,purchases,5/14/2017 5:59:45 AM,Gail Feindt,1
Timothy Gibson,purchases,5/14/2017 3:55:11 PM,Gail Feindt,1
Timothy Gibson,purchases,5/15/2017 7:04:03 AM,Gail Feindt,1
Timothy Gibson,purchases,5/15/2017 1:16:47 PM,Gail Feindt,1
Timothy Gibson,purchases,5/15/2017 3:50:30 PM,Gail Feindt,1
Timothy Gibson,purchases,5/15/2017 10:52:11 PM,Gail Feindt,1
Timothy Gibson,purchases,5/16/2017 2:27:02 AM,Gail Feindt,1
Timothy Gibson,purchases,5/16/2017 5:03:12 AM,Gail Feindt,1
Timothy Gibson,purchases,5/16/2017 7:13:31 AM,Gail Feindt,1
Timothy Gibson,purchases,5/16/2017 8:03:18 AM,Gail Feindt,1
Timothy Gibson,purchases,5/16/2017 2:38:45 PM,Gail Feindt,1
Timothy Gibson,purchases,5/16/2017 3:54:03 PM,Gail Feindt,1
Timothy Gibson,purchases,5/16/2017 10:10:41 PM,Gail Feindt,1
Timothy Gibson,purchases,5/17/2017 1:53:05 PM,Gail Feindt,1
Timothy Gibson,purchases,5/19/2017 1:10:02 AM,Gail Feindt,1
Timothy Gibson,purchases,5/19/2017 1:48:24 PM,Gail Feindt,1
Timothy Gibson,purchases,5/20/2017 2:40:09 AM,Gail Feindt,1
Timothy Gibson,purchases,5/20/2017 8:25:24 AM,Gail Feindt,1
Timothy Gibson,purchases,5/21/2017 11:49:12 AM,Gail Feindt,1
Timothy Gibson,purchases,5/21/2017 11:14:10 PM,Gail Feindt,1
Timothy Gibson,purchases,5/21/2017 11:37:47 PM,Gail Feindt,1
Timothy Gibson,purchases,5/22/2017 8:33:43 AM,Gail Feindt,1
Timothy Gibson,purchases,5/22/2017 10:36:22 PM,Gail Feindt,1
Timothy Gibson,purchases,5/23/2017 6:38:38 AM,Gail Feindt,1
Timothy Gibson,purchases,5/23/2017 11:34:20 AM,Gail Feindt,1
Timothy Gibson,purchases,5/23/2017 10:53:14 PM,Gail Feindt,1
Timothy Gibson,purchases,5/24/2017 3:11:06 AM,Gail Feindt,1
Timothy Gibson,purchases,5/24/2017 10:27:47 AM,Gail Feindt,1
Timothy Gibson,purchases,5/25/2017 4:45:42 PM,Gail Feindt,1
Timothy Gibson,purchases,5/26/2017 2:21:17 AM,Gail Feindt,1
Timothy Gibson,purchases,5/26/2017 8:02:51 AM,Gail Feindt,1
Timothy Gibson,purchases,5/26/2017 11:25:40 PM,Gail Feindt,1
Timothy Gibson,purchases,5/29/2017 12:24:13 AM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2017 1:24:44 AM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2017 3:35:54 PM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2017 9:36:53 PM,Gail Feindt,1
Timothy Gibson,purchases,5/30/2017 11:20:14 PM,Gail Feindt,1
Timothy Gibson,purchases,06-01-2017 13:58,Gail Feindt,1
Timothy Gibson,purchases,06-01-2017 20:36,Gail Feindt,1
Timothy Gibson,purchases,06-01-2017 22:30,Gail Feindt,1
Timothy Gibson,purchases,06-02-2017 04:01,Gail Feindt,1
Timothy Gibson,purchases,06-02-2017 05:17,Gail Feindt,1
Timothy Gibson,purchases,06-02-2017 06:34,Gail Feindt,1
Timothy Gibson,purchases,06-02-2017 23:02,Gail Feindt,1
Timothy Gibson,purchases,06-03-2017 06:30,Gail Feindt,1
Timothy Gibson,purchases,06-03-2017 11:09,Gail Feindt,1
Timothy Gibson,purchases,06-03-2017 11:36,Gail Feindt,1
Timothy Gibson,purchases,06-03-2017 14:18,Gail Feindt,1
Timothy Gibson,purchases,06-04-2017 01:17,Gail Feindt,1
Timothy Gibson,purchases,06-05-2017 02:50,Gail Feindt,1
Timothy Gibson,purchases,06-05-2017 11:46,Gail Feindt,1
Timothy Gibson,purchases,06-05-2017 12:14,Gail Feindt,1
Timothy Gibson,purchases,06-05-2017 18:51,Gail Feindt,1
Timothy Gibson,purchases,06-06-2017 00:48,Gail Feindt,1
Timothy Gibson,purchases,06-06-2017 13:08,Gail Feindt,1
Timothy Gibson,purchases,06-07-2017 16:16,Gail Feindt,1
Timothy Gibson,purchases,06-09-2017 08:19,Gail Feindt,1
Timothy Gibson,purchases,06-09-2017 11:06,Gail Feindt,1
Timothy Gibson,purchases,06-10-2017 03:00,Gail Feindt,1
Timothy Gibson,purchases,06-10-2017 08:06,Gail Feindt,1
Timothy Gibson,purchases,06-10-2017 21:51,Gail Feindt,1
Timothy Gibson,purchases,06-11-2017 05:18,Gail Feindt,1
Timothy Gibson,purchases,06-11-2017 10:24,Gail Feindt,1
Timothy Gibson,purchases,06-12-2017 13:44,Gail Feindt,1
Timothy Gibson,purchases,6/13/2017 12:39:29 PM,Gail Feindt,1
Timothy Gibson,purchases,6/13/2017 8:10:35 PM,Gail Feindt,1
Timothy Gibson,purchases,6/14/2017 3:04:27 AM,Gail Feindt,1
Timothy Gibson,purchases,6/14/2017 4:37:42 AM,Gail Feindt,1
Timothy Gibson,purchases,6/14/2017 6:10:48 AM,Gail Feindt,1
Timothy Gibson,purchases,6/14/2017 11:17:37 AM,Gail Feindt,1
Timothy Gibson,purchases,6/14/2017 1:14:36 PM,Gail Feindt,1
Timothy Gibson,purchases,6/14/2017 8:52:28 PM,Gail Feindt,1
Timothy Gibson,purchases,6/15/2017 4:34:27 AM,Gail Feindt,1
Timothy Gibson,purchases,6/15/2017 8:38:59 AM,Gail Feindt,1
Timothy Gibson,purchases,6/15/2017 9:55:21 AM,Gail Feindt,1
Timothy Gibson,purchases,6/15/2017 2:40:31 PM,Gail Feindt,1
Timothy Gibson,purchases,6/15/2017 3:36:35 PM,Gail Feindt,1
Timothy Gibson,purchases,6/16/2017 2:07:35 AM,Gail Feindt,1
Timothy Gibson,purchases,6/17/2017 12:06:46 PM,Gail Feindt,1
Timothy Gibson,purchases,6/17/2017 1:43:19 PM,Gail Feindt,1
Timothy Gibson,purchases,6/18/2017 12:56:16 AM,Gail Feindt,1
Timothy Gibson,purchases,6/18/2017 10:15:41 AM,Gail Feindt,1
Timothy Gibson,purchases,6/19/2017 1:13:01 AM,Gail Feindt,1
Timothy Gibson,purchases,6/19/2017 5:34:13 AM,Gail Feindt,1
Timothy Gibson,purchases,6/19/2017 6:11:56 AM,Gail Feindt,1
Timothy Gibson,purchases,6/19/2017 11:02:10 AM,Gail Feindt,1
Timothy Gibson,purchases,6/19/2017 5:02:25 PM,Gail Feindt,1
Timothy Gibson,purchases,6/20/2017 10:10:59 PM,Gail Feindt,1
Timothy Gibson,purchases,6/21/2017 2:29:32 PM,Gail Feindt,1
Timothy Gibson,purchases,6/21/2017 3:52:22 PM,Gail Feindt,1
Timothy Gibson,purchases,6/22/2017 2:46:10 AM,Gail Feindt,1
Timothy Gibson,purchases,6/22/2017 1:00:44 PM,Gail Feindt,1
Timothy Gibson,purchases,6/23/2017 1:03:56 AM,Gail Feindt,1
Timothy Gibson,purchases,6/23/2017 5:10:15 AM,Gail Feindt,1
Timothy Gibson,purchases,6/23/2017 10:17:55 PM,Gail Feindt,1
Timothy Gibson,purchases,6/24/2017 2:58:18 AM,Gail Feindt,1
Timothy Gibson,purchases,6/24/2017 6:50:23 AM,Gail Feindt,1
Timothy Gibson,purchases,6/24/2017 12:15:45 PM,Gail Feindt,1
Timothy Gibson,purchases,6/24/2017 4:55:53 PM,Gail Feindt,1
Timothy Gibson,purchases,6/24/2017 7:33:32 PM,Gail Feindt,1
Timothy Gibson,purchases,6/25/2017 6:41:16 AM,Gail Feindt,1
Timothy Gibson,purchases,6/25/2017 8:47:04 AM,Gail Feindt,1
Timothy Gibson,purchases,6/25/2017 12:30:53 PM,Gail Feindt,1
Timothy Gibson,purchases,6/26/2017 9:53:14 AM,Gail Feindt,1
Timothy Gibson,purchases,6/26/2017 5:19:42 PM,Gail Feindt,1
Timothy Gibson,purchases,6/27/2017 7:51:12 AM,Gail Feindt,1
Timothy Gibson,purchases,6/27/2017 10:59:21 AM,Gail Feindt,1
Timothy Gibson,purchases,6/27/2017 11:10:28 AM,Gail Feindt,1
Timothy Gibson,purchases,6/27/2017 3:43:54 PM,Gail Feindt,1
Timothy Gibson,purchases,6/29/2017 2:39:56 AM,Gail Feindt,1
Timothy Gibson,purchases,6/30/2017 1:26:09 AM,Gail Feindt,1
Timothy Gibson,purchases,07-01-2017 07:05,Gail Feindt,1
Timothy Gibson,purchases,07-01-2017 20:00,Gail Feindt,1
Timothy Gibson,purchases,07-02-2017 01:31,Gail Feindt,1
Timothy Gibson,purchases,07-02-2017 01:32,Gail Feindt,1
Timothy Gibson,purchases,07-02-2017 02:50,Gail Feindt,1
Timothy Gibson,purchases,07-02-2017 17:52,Gail Feindt,1
Timothy Gibson,purchases,07-02-2017 19:03,Gail Feindt,1
Timothy Gibson,purchases,07-02-2017 21:43,Gail Feindt,1
Timothy Gibson,purchases,07-04-2017 06:13,Gail Feindt,1
Timothy Gibson,purchases,07-04-2017 10:43,Gail Feindt,1
Timothy Gibson,purchases,07-04-2017 13:19,Gail Feindt,1
Timothy Gibson,purchases,07-05-2017 15:15,Gail Feindt,1
Timothy Gibson,purchases,07-05-2017 18:12,Gail Feindt,1
Timothy Gibson,purchases,07-05-2017 21:11,Gail Feindt,1
Timothy Gibson,purchases,07-06-2017 03:33,Gail Feindt,1
Timothy Gibson,purchases,07-06-2017 06:08,Gail Feindt,1
Timothy Gibson,purchases,07-06-2017 15:35,Gail Feindt,1
Timothy Gibson,purchases,07-07-2017 02:34,Gail Feindt,1
Timothy Gibson,purchases,07-07-2017 03:32,Gail Feindt,1
Timothy Gibson,purchases,07-08-2017 06:10,Gail Feindt,1
Timothy Gibson,purchases,07-09-2017 02:30,Gail Feindt,1
Timothy Gibson,purchases,07-09-2017 04:15,Gail Feindt,1
Timothy Gibson,purchases,07-10-2017 04:26,Gail Feindt,1
Timothy Gibson,purchases,07-10-2017 13:48,Gail Feindt,1
Timothy Gibson,purchases,07-10-2017 15:23,Gail Feindt,1
Timothy Gibson,purchases,07-10-2017 18:10,Gail Feindt,1
Timothy Gibson,purchases,07-11-2017 00:48,Gail Feindt,1
Timothy Gibson,purchases,07-11-2017 02:03,Gail Feindt,1
Timothy Gibson,purchases,07-11-2017 03:28,Gail Feindt,1
Timothy Gibson,purchases,07-11-2017 06:27,Gail Feindt,1
Timothy Gibson,purchases,07-11-2017 11:50,Gail Feindt,1
Timothy Gibson,purchases,07-12-2017 04:43,Gail Feindt,1
Timothy Gibson,purchases,07-12-2017 07:49,Gail Feindt,1
Timothy Gibson,purchases,07-12-2017 08:07,Gail Feindt,1
Timothy Gibson,purchases,07-12-2017 18:49,Gail Feindt,1
Timothy Gibson,purchases,7/13/2017 6:11:42 AM,Gail Feindt,1
Timothy Gibson,purchases,7/13/2017 8:48:14 AM,Gail Feindt,1
Timothy Gibson,purchases,7/14/2017 6:41:34 AM,Gail Feindt,1
Timothy Gibson,purchases,7/14/2017 8:10:06 AM,Gail Feindt,1
Timothy Gibson,purchases,7/14/2017 12:40:13 PM,Gail Feindt,1
Timothy Gibson,purchases,7/14/2017 4:14:46 PM,Gail Feindt,1
Timothy Gibson,purchases,7/14/2017 9:11:22 PM,Gail Feindt,1
Timothy Gibson,purchases,7/14/2017 10:26:12 PM,Gail Feindt,1
Timothy Gibson,purchases,7/16/2017 6:23:41 PM,Gail Feindt,1
Timothy Gibson,purchases,7/17/2017 2:17:16 AM,Gail Feindt,1
Timothy Gibson,purchases,7/17/2017 4:15:14 PM,Gail Feindt,1
Timothy Gibson,purchases,7/17/2017 11:36:15 PM,Gail Feindt,1
Timothy Gibson,purchases,7/18/2017 11:14:39 PM,Gail Feindt,1
Timothy Gibson,purchases,7/19/2017 12:37:50 AM,Gail Feindt,1
Timothy Gibson,purchases,7/19/2017 3:29:31 AM,Gail Feindt,1
Timothy Gibson,purchases,7/19/2017 12:33:05 PM,Gail Feindt,1
Timothy Gibson,purchases,7/19/2017 12:50:43 PM,Gail Feindt,1
Timothy Gibson,purchases,7/19/2017 1:07:49 PM,Gail Feindt,1
Timothy Gibson,purchases,7/20/2017 2:16:31 AM,Gail Feindt,1
Timothy Gibson,purchases,7/20/2017 11:56:45 AM,Gail Feindt,1
Timothy Gibson,purchases,7/21/2017 12:21:17 AM,Gail Feindt,1
Timothy Gibson,purchases,7/21/2017 6:58:59 PM,Gail Feindt,1
Timothy Gibson,purchases,7/21/2017 10:00:13 PM,Gail Feindt,1
Timothy Gibson,purchases,7/22/2017 12:20:36 AM,Gail Feindt,1
Timothy Gibson,purchases,7/22/2017 4:09:51 AM,Gail Feindt,1
Timothy Gibson,purchases,7/22/2017 10:09:15 PM,Gail Feindt,1
Timothy Gibson,purchases,7/23/2017 2:51:54 AM,Gail Feindt,1
Timothy Gibson,purchases,7/23/2017 4:06:54 AM,Gail Feindt,1
Timothy Gibson,purchases,7/25/2017 7:32:00 AM,Gail Feindt,1
Timothy Gibson,purchases,7/25/2017 9:01:03 AM,Gail Feindt,1
Timothy Gibson,purchases,7/25/2017 3:49:37 PM,Gail Feindt,1
Timothy Gibson,purchases,7/25/2017 8:10:57 PM,Gail Feindt,1
Timothy Gibson,purchases,7/25/2017 11:20:22 PM,Gail Feindt,1
Timothy Gibson,purchases,7/26/2017 10:02:26 AM,Gail Feindt,1
Timothy Gibson,purchases,7/27/2017 10:52:24 PM,Gail Feindt,1
Timothy Gibson,purchases,7/28/2017 5:52:47 AM,Gail Feindt,1
Timothy Gibson,purchases,7/29/2017 7:05:20 PM,Gail Feindt,1
Timothy Gibson,purchases,7/29/2017 10:20:03 PM,Gail Feindt,1
Timothy Gibson,purchases,7/30/2017 7:21:37 AM,Gail Feindt,1
Timothy Gibson,purchases,7/30/2017 3:42:32 PM,Gail Feindt,1
Timothy Gibson,purchases,7/31/2017 5:35:51 PM,Gail Feindt,1
Timothy Gibson,purchases,08-01-2017 02:30,Gail Feindt,1
Timothy Gibson,purchases,08-01-2017 04:13,Gail Feindt,1
Timothy Gibson,purchases,08-02-2017 06:10,Gail Feindt,1
Timothy Gibson,purchases,08-02-2017 21:53,Gail Feindt,1
Timothy Gibson,purchases,08-03-2017 11:59,Gail Feindt,1
Timothy Gibson,purchases,08-03-2017 12:22,Gail Feindt,1
Timothy Gibson,purchases,08-03-2017 21:20,Gail Feindt,1
Timothy Gibson,purchases,08-04-2017 02:23,Gail Feindt,1
Timothy Gibson,purchases,08-04-2017 07:59,Gail Feindt,1
Timothy Gibson,purchases,08-04-2017 20:36,Gail Feindt,1
Timothy Gibson,purchases,08-04-2017 23:49,Gail Feindt,1
Timothy Gibson,purchases,08-04-2017 23:54,Gail Feindt,1
Timothy Gibson,purchases,08-05-2017 15:34,Gail Feindt,1
Timothy Gibson,purchases,08-06-2017 01:21,Gail Feindt,1
Timothy Gibson,purchases,08-06-2017 10:31,Gail Feindt,1
Timothy Gibson,purchases,08-06-2017 10:55,Gail Feindt,1
Timothy Gibson,purchases,08-06-2017 14:47,Gail Feindt,1
Timothy Gibson,purchases,08-07-2017 00:26,Gail Feindt,1
Timothy Gibson,purchases,08-07-2017 02:45,Gail Feindt,1
Timothy Gibson,purchases,08-07-2017 05:55,Gail Feindt,1
Timothy Gibson,purchases,08-07-2017 11:06,Gail Feindt,1
Timothy Gibson,purchases,08-07-2017 17:32,Gail Feindt,1
Timothy Gibson,purchases,08-07-2017 23:58,Gail Feindt,1
Timothy Gibson,purchases,08-08-2017 17:02,Gail Feindt,1
Timothy Gibson,purchases,08-09-2017 00:17,Gail Feindt,1
Timothy Gibson,purchases,08-09-2017 04:07,Gail Feindt,1
Timothy Gibson,purchases,08-09-2017 15:03,Gail Feindt,1
Timothy Gibson,purchases,08-10-2017 08:54,Gail Feindt,1
Timothy Gibson,purchases,08-10-2017 11:32,Gail Feindt,1
Timothy Gibson,purchases,08-11-2017 09:49,Gail Feindt,1
Timothy Gibson,purchases,08-12-2017 11:12,Gail Feindt,1
Timothy Gibson,purchases,8/13/2017 8:01:36 AM,Gail Feindt,1
Timothy Gibson,purchases,8/14/2017 1:02:40 PM,Gail Feindt,1
Timothy Gibson,purchases,8/14/2017 10:16:49 PM,Gail Feindt,1
Timothy Gibson,purchases,8/16/2017 6:11:31 AM,Gail Feindt,1
Timothy Gibson,purchases,8/16/2017 1:30:31 PM,Gail Feindt,1
Timothy Gibson,purchases,8/16/2017 2:53:39 PM,Gail Feindt,1
